post_id;pf_post_id;post_date;account_id;pf_account_id;chunk_id;document_id;document_text;lemmatized_text;sentences;post_url;sentiment;topic;label;x;y;proba;screen_name;description;followers;followings;user_posts;post_engagements;post_reactions;post_comments;post_shares;post_views;post_quotes;citations;repartages;sentiment_score
9769918;1859277671386984923;2024-11-20 16:48:35;3039810;2201024219;3017834;12224790;(continued)... But, more importantly, innovative analyses are needed that tackle these problems from new directions.”;continue importantly innovative analysis need tackle problem new direction;(continued)... But, more importantly, innovative analyses are needed that tackle these problems from new directions.”;https://twitter.com/i/web/status/1859277671386984923;very negative;56;AI;0,6042318344116211;-0,4800128936767578;0,4843471050262451;timosbornclim;Climate variability and change | Professor of Climate Science & Director of Climatic Research Unit | @ueaenv | UEA | Views expressed here are my own, not UEA's;3797;627;12327;4;3;1;0;175;0;0;0;-1.0
9770016;1757749137045389807;2024-02-14 12:50:26;3042628;14445444;3000760;12106476;"Why do we need science in our lives?
A reminder…";need science life reminder;Why do we need science in our lives? A reminder…;https://twitter.com/i/web/status/1757749137045389807;very negative;56;AI;0,787353515625;-0,38779640197753906;0,5287892818450928;jimmcquaid;"#AirPollution (+health impacts), https://t.co/8W4LPWybtY #BiBBreathes | lowcost sensors | Aerosols & icesheets    
🚴‍♂️ @WetherbyVelo plus a bit of 🏃";3955;3998;33497;359;263;6;90;0;0;0;0;-1.0
9770038;1780960042360975453;2024-04-18 14:02:17;3055087;257261479;3003080;12110927;With #robotright and the moral status of #AI the real issue is not choosing sides in the debate. That's not the problem. The problem is the metaphysical, moral and legal scaffolding that both sides share, endorse and seek to champion. Here's the solution:;robotright moral status ai real issue choose side debate problem problem metaphysical moral legal scaffolding side share endorse seek champion solution;With #robotright and the moral status of #AI the real issue is not choosing sides in the debate. That's not the problem. The problem is the metaphysical, moral and legal scaffolding that both sides share, endorse and seek to champion. Here's the solution:;https://twitter.com/i/web/status/1780960042360975453;neutral;56;AI;0,7381496429443359;-0,16614341735839844;0,8913885354995728;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;26;18;3;5;0;0;0;0;0.0
9770039;1780960012313178335;2024-04-18 14:02:10;3055087;257261479;3003130;12110974;I am pleased to announce that our workshop--Robot Rights: From Theory to Practice--has been accepted for inclusion in @Robophilosophy_  20-23 Aug. 2024 @AarhusUni_int With contributions from @_aybig_ @KamilMamak @thatssonick  @autumnedwards @cabitzaf et al;pleased announce workshop robot rights theory practice accept inclusion @robophilosophy aug. @aarhusuni_int contribution @_aybig @kamilmamak @thatssonick @autumnedwards @cabitzaf et al;I am pleased to announce that our workshop--Robot Rights: From Theory to Practice--has been accepted for inclusion in @Robophilosophy_ 20-23 Aug. 2024 @AarhusUni_int With contributions from @_aybig_ @KamilMamak @thatssonick @autumnedwards @cabitzaf et al;https://twitter.com/i/web/status/1780960012313178335;negative;56;AI;0,6748666763305664;-0,12975692749023438;0,8296080231666565;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;62;54;1;7;0;0;0;0;-0.5
9770045;1780650425860944197;2024-04-17 17:31:59;3055087;257261479;3009842;12216470;The first rule of robot rights is YOU ARE NOT ALLOWED TO TALK ABOUT ROBOT RIGHTS!;rule robot right allow talk robot right;The first rule of robot rights is YOU ARE NOT ALLOWED TO TALK ABOUT ROBOT RIGHTS!;https://twitter.com/i/web/status/1780650425860944197;positive;56;AI;0,7441825866699219;-0,14327049255371094;0,842432975769043;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;10;7;1;2;530;0;0;0;0.5
9770047;1780598515049357785;2024-04-17 14:05:42;3055087;257261479;3026764;12225669;Just one of the arguments against robot rights that’s easily refuted. We can walk and chew gum at the same time.;argument robot right easily refute walk chew gum time;Just one of the arguments against robot rights that’s easily refuted. We can walk and chew gum at the same time.;https://twitter.com/i/web/status/1780598515049357785;very positive;56;AI;0,7431240081787109;-0,12778806686401367;0,842432975769043;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;3;1;2;0;607;0;0;0;1.0
9770049;1780597561277169900;2024-04-17 14:01:55;3055087;257261479;3026793;12225756;Really looking forward to writing a response to this article, which is intended as a rejoinder to my 2020 book, Rights for Robots. 😈;look forward write response article intend rejoinder book rights robot 😈;Really looking forward to writing a response to this article, which is intended as a rejoinder to my 2020 book, Rights for Robots. 😈;https://twitter.com/i/web/status/1780597561277169900;very negative;56;AI;0,740727424621582;-0,17602825164794922;0,8913885354995728;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;1;1;0;0;252;0;0;0;-1.0
9770054;1779895477279826188;2024-04-15 15:32:05;3055087;257261479;3026815;12225881;Under an ecocentric ethic, this minuscule robot could be morally considerable and thus eligible for certain moral rights. Amazing to see how technology continues to challenge the boundaries of extant moral and legal systems.;ecocentric ethic minuscule robot morally considerable eligible certain moral right amazing technology continue challenge boundary extant moral legal system;Under an ecocentric ethic, this minuscule robot could be morally considerable and thus eligible for certain moral rights. Amazing to see how technology continues to challenge the boundaries of extant moral and legal systems.;https://twitter.com/i/web/status/1779895477279826188;negative;56;AI;0,6911201477050781;-0,17525529861450195;0,8156445026397705;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;3;2;0;1;830;0;0;0;-0.5
9770066;1856715702444405175;2024-11-13 15:08:14;3039810;2201024219;3025987;12220764;Here's why their dataset is not credible:;dataset credible;Here's why their dataset is not credible:;https://twitter.com/i/web/status/1856715702444405175;very negative;56;AI;0,9380559921264648;-0,32032251358032227;0,6904666423797607;timosbornclim;Climate variability and change | Professor of Climate Science & Director of Climatic Research Unit | @ueaenv | UEA | Views expressed here are my own, not UEA's;3797;627;12327;0;0;0;0;287;1;1;0;-1.0
9770096;1738265109888217488;2023-12-22 18:27:52;3049107;248827780;3017849;12225107;"Cool diagram of how science gets funded.

Also: Holy crap we put a lot of money into bioscience.";cool diagram science fund holy crap lot money bioscience;Cool diagram of how science gets funded. Also: Holy crap we put a lot of money into bioscience.;https://twitter.com/i/web/status/1738265109888217488;very negative;56;AI;1,047398567199707;-0,3053865432739258;0,7888534665107727;rabernat;"Scientist and Startup Founder

Co-founder and CEO @EarthmoverHQ
@pangeo_data steering council member
ex-Professor @columbia @lamontEarth";6897;2135;6967;236;190;34;12;0;0;0;0;-1.0
9770098;1738236918716940463;2023-12-22 16:35:50;3049107;248827780;3024330;12211345;This article from @Marcia4Science makes a really compelling case for the strong correlation between the US's success in science and our welcoming of immigrants.;article @marcia4science make compelling case strong correlation success science welcoming immigrant;This article from @Marcia4Science makes a really compelling case for the strong correlation between the US's success in science and our welcoming of immigrants.;https://twitter.com/i/web/status/1738236918716940463;very negative;56;AI;1,103515625;-0,23274612426757812;0,5287892818450928;rabernat;"Scientist and Startup Founder

Co-founder and CEO @EarthmoverHQ
@pangeo_data steering council member
ex-Professor @columbia @lamontEarth";6897;2135;6967;27;22;2;3;3431;1;1;0;-1.0
9770214;1775127454253711544;2024-04-02 11:45:40;3055087;257261479;3017914;12226506;I blame Descartes and Bacon for making humanity think there is this *magical* point when an object suddenly becomes a subject.;blame descartes bacon make humanity think magical point object suddenly subject;I blame Descartes and Bacon for making humanity think there is this *magical* point when an object suddenly becomes a subject.;https://twitter.com/i/web/status/1775127454253711544;positive;56;AI;0,6395764350891113;-0,35143470764160156;0,54557865858078;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;4;3;1;0;489;0;0;0;0.5
9770220;1774850779473379765;2024-04-01 17:26:15;3055087;257261479;3017921;12226579;I’m pleased to report that all the big named AI ethicists who blocked me on Twitter have decided to extend an olive branch and unblock me given recent developments in the legal status of AI that validate the need for research on robot rights.;pleased report big name ai ethicist block twitter decide extend olive branch unblock give recent development legal status ai validate need research robot right;I’m pleased to report that all the big named AI ethicists who blocked me on Twitter have decided to extend an olive branch and unblock me given recent developments in the legal status of AI that validate the need for research on robot rights.;https://twitter.com/i/web/status/1774850779473379765;very negative;56;AI;0,8563899993896484;-0,14332866668701172;0,7734119296073914;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;13;10;1;2;725;0;0;0;-1.0
9770223;1774077934594142229;2024-03-30 14:15:15;3055087;257261479;3017924;12226597;A global scramble to make humanoid robots is gearing up to be the 21st century's space race  via @businessinsider;global scramble humanoid robot gear 21st century space race @businessinsider;A global scramble to make humanoid robots is gearing up to be the 21st century's space race via @businessinsider;https://twitter.com/i/web/status/1774077934594142229;positive;56;AI;0,7777976989746094;-0,1346139907836914;0,842432975769043;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;1;1;0;0;167;0;0;0;0.5
9770277;1915407039716638805;2025-04-24 14:06:39;3092203;301358705;3044439;12196378;La energía nuclear☢️no es buena, ni barata, ni necesaria. El lunes #28Abril, desmontamos los bulos del lobby nuclear con Cristina Rois @MIAntinuclear, @pazserra, @elmanyana y la Asamblea Antinuclear de Córdoba, en una interesante jornada, moderada por @MarGlezBaez ¡Te esperamos!;nuclear energy ☢ good cheap necessary monday 28abrilwe disassemble hull nuclear lobby cristina rois @miantinuclear @pazserra @elmanyana antinuclear assembly córdoba interesting day moderate @marglezbaez wait;Nuclear energy☢️Not good, not cheap, not necessary. Monday #28AbrilWe disassembled the hulls of the nuclear lobby with Cristina Rois. @MIAntinuclear, @pazserra, @elmanyana and the Antinuclear Assembly of Córdoba, on an interesting day, moderated by @MarGlezBaez We're waiting for you!;https://twitter.com/i/web/status/1915407039716638805;very positive;71;AI;3,5212669372558594;0,5455780029296875;1,0;elmanyana;"Investigador y Profesor en @URJC
Doctor en Ingeniería Química
Revisor del IPCC
Experto en aprender";21600;1006;25183;68;35;0;33;0;0;0;0;1.0
9770372;1773071049363448265;2024-03-27 19:34:14;3055087;257261479;3072756;12331551;Maybe I should do a workshop for grad students on “how to turn an angry screed about bad scholarship into your next publication.”;maybe workshop grad student turn angry screed bad scholarship publication;Maybe I should do a workshop for grad students on “how to turn an angry screed about bad scholarship into your next publication.”;https://twitter.com/i/web/status/1773071049363448265;very positive;56;AI;0,6153373718261719;-0,33746910095214844;0,54557865858078;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;2;1;0;1;282;0;0;0;1.0
9770384;1772598066840850630;2024-03-26 12:14:47;3055087;257261479;3017870;12225885;"How can we protect ourselves from #AI? Wrong question! Governance of AI right now needs to focus on the people and corporations developing, deploying &amp; using it.

For the real danger is not AI, but us.

My piece in the @Straits_Times #WeTheRobots #Artifice";protect ai wrong question governance ai right need focus people corporation develop deploy real danger ai piece @straits_times wetherobot artifice;How can we protect ourselves from #AI? Wrong question! Governance of AI right now needs to focus on the people and corporations developing, deploying & using it. For the real danger is not AI, but us. My piece in the @Straits_Times #WeTheRobots #Artifice;https://twitter.com/i/web/status/1772598066840850630;very positive;56;AI;1,0016365051269531;-0,11689043045043945;0,554447591304779;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;17;13;2;2;0;0;0;0;1.0
9770386;1772582157061673288;2024-03-26 11:11:33;3055087;257261479;3017876;12225983;Very interesting article on #AI and rights from someone who has actually read the literature! Check it out:;interesting article ai right actually read literature check;Very interesting article on #AI and rights from someone who has actually read the literature! Check it out:;https://twitter.com/i/web/status/1772582157061673288;negative;56;AI;0,8373451232910156;-0,1635761260986328;0,7188495993614197;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;10;9;1;0;661;0;0;0;-0.5
9770396;1771553899125657967;2024-03-23 15:05:38;3055087;257261479;3017901;12226297;It’s kind of wild that the LDS church is more ahead on policy creation for AI use than a lot of countries:;kind wild lds church ahead policy creation ai use lot country;It’s kind of wild that the LDS church is more ahead on policy creation for AI use than a lot of countries:;https://twitter.com/i/web/status/1771553899125657967;very positive;56;AI;0,9335002899169922;-0,16445636749267578;0,8783537745475769;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;4;3;0;1;0;0;0;0;1.0
9770408;1826382033213649293;2024-08-21 22:13:03;3051752;4830258671;3073018;12332525;Science means being able to change your mind in light of new evidence;science mean able change mind light new evidence;Science means being able to change your mind in light of new evidence;https://twitter.com/i/web/status/1826382033213649293;very negative;56;AI;0,7850551605224609;-0,32208251953125;0,7491358518600464;lcbelalcazar;"Profesor @UNALOficial | 
Alumni @epflalumni | Investigador en #CalidadDelAire, #CambioClimático y #TransiciónEnergética | Panel Asesor Científico @CCACoalition";3728;3283;10179;3094;2185;196;713;0;0;0;0;-1.0
9770508;1751677889370567025;2024-01-28 18:45:28;3042628;14445444;3027059;12227335;REVEALED: The Sunday Times investigation team uncovers the existence of, er, university foundation programmes…;reveal sunday times investigation team uncover existence university foundation programme;REVEALED: The Sunday Times investigation team uncovers the existence of, er, university foundation programmes…;https://twitter.com/i/web/status/1751677889370567025;positive;56;AI;0,8470325469970703;-0,14640235900878906;0,7734119296073914;jimmcquaid;"#AirPollution (+health impacts), https://t.co/8W4LPWybtY #BiBBreathes | lowcost sensors | Aerosols & icesheets    
🚴‍♂️ @WetherbyVelo plus a bit of 🏃";3955;3998;33497;884;707;39;138;0;0;0;0;0.5
9770515;1770844719947370897;2024-03-21 16:07:36;3055087;257261479;3027092;12227786;"In her new open access article in Philosophy &amp; Technology, @PuzioAnna offers additional support for an eco-relational approach to robot ethics, building off of previous work by @David_Gunkel, @MCoeckelbergh, and yours truly. DL it here:  #AI #robots";new open access article philosophy technology @puzioanna offer additional support eco relational approach robot ethic build previous work @david_gunkel @mcoeckelbergh truly dl ai robot;In her new open access article in Philosophy & Technology, @PuzioAnna offers additional support for an eco-relational approach to robot ethics, building off of previous work by @David_Gunkel, @MCoeckelbergh, and yours truly. DL it here: #AI #robots;https://twitter.com/i/web/status/1770844719947370897;neutral;56;AI;0,7160348892211914;-0,11765289306640625;0,842432975769043;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;21;17;1;3;1089;0;0;0;0.0
9770534;1770129154249236989;2024-03-19 16:44:12;3055087;257261479;3028005;12228277;Ep.86 - What is AI? vol.3 out now! Remarks from @ReidBlackman @Madhusrikumar @rogerspitz @ForHumanity_Org @marcsteen @GuyGadney @OldfieldConsult @JoshGellers and more;ai vol.3 remark @madhusrikumar @rogerspitz @forhumanity_org @marcsteen @guygadney @oldfieldconsult;Ep.86 - What is AI? vol.3 out now! Remarks from @ReidBlackman @Madhusrikumar @rogerspitz @ForHumanity_Org @marcsteen @GuyGadney @OldfieldConsult @JoshGellers and more;https://twitter.com/i/web/status/1770129154249236989;negative;56;AI;0,8821849822998047;-0,2275848388671875;1,0;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;14;8;0;6;0;0;0;0;-0.5
9770564;1769829028926492851;2024-03-18 20:51:36;3055087;257261479;3027084;12227680;Interesting new research about the factors that make people more likely to care about #AI. Anthropomorphism is a big driver.;interesting new research factor people likely care ai anthropomorphism big driver;Interesting new research about the factors that make people more likely to care about #AI. Anthropomorphism is a big driver.;https://twitter.com/i/web/status/1769829028926492851;neutral;56;AI;0,8189277648925781;-0,28548526763916016;1,0;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;0;0;0;0;267;0;0;0;0.0
9770605;1803703847816163731;2024-06-20 08:18:03;3092203;301358705;3044758;12227500;"Presentación de la Oficina Nacional de Asesoramiento Científico en la sede del @CSIC.
""Tomar decisiones es difícil. Tomar buenas decisiones sin asesoramiento científico es muy difícil.""";presentation national office scientific advice headquarters @csic make decision difficult make good decision scientific advice difficult;"Presentation of the National Office of Scientific Advice at the headquarters of the @CSIC. ""Making decisions is difficult. Making good decisions without scientific advice is very difficult.""";https://twitter.com/i/web/status/1803703847816163731;neutral;56;AI;0,9389095306396484;-0,24170303344726562;0,8783537745475769;elmanyana;"Investigador y Profesor en @URJC
Doctor en Ingeniería Química
Revisor del IPCC
Experto en aprender";21600;1006;25183;22;17;2;3;1293;0;0;0;0.0
9770609;1818321531727949993;2024-07-30 16:23:30;3051752;4830258671;3027065;12227449;The value of ‘wasting time’ on deep thinking is often overlooked in a scientific ecosystem increasingly tainted by Wall Street’s productivity mindset.;value waste time deep thinking overlook scientific ecosystem increasingly taint wall street productivity mindset;The value of ‘wasting time’ on deep thinking is often overlooked in a scientific ecosystem increasingly tainted by Wall Street’s productivity mindset.;https://twitter.com/i/web/status/1818321531727949993;negative;56;AI;0,9718074798583984;-0,3047056198120117;0,6246260404586792;lcbelalcazar;"Profesor @UNALOficial | 
Alumni @epflalumni | Investigador en #CalidadDelAire, #CambioClimático y #TransiciónEnergética | Panel Asesor Científico @CCACoalition";3728;3283;10179;6908;5263;45;1600;0;0;0;0;-0.5
9770669;1768624087750922474;2024-03-15 13:03:36;3055087;257261479;3028022;12228395;This is pretty game changing technology in terms of smoothing human-robot interaction. It’s the logical outgrowth of simultaneous improvements in robotics and LLMs and I’m here for it.;pretty game change technology term smooth human robot interaction logical outgrowth simultaneous improvement robotic llms;This is pretty game changing technology in terms of smoothing human-robot interaction. It’s the logical outgrowth of simultaneous improvements in robotics and LLMs and I’m here for it.;https://twitter.com/i/web/status/1768624087750922474;negative;56;AI;0,748812198638916;-0,090789794921875;0,842432975769043;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;2;1;0;1;741;0;0;0;-0.5
9770672;1768268319377723880;2024-03-14 13:29:54;3055087;257261479;3028023;12228400;Join us for the new seminar series: AI and the Digital, exploring how tech is influenced by different concepts of the human and how to ensure it's socially just and ecologically sustainable. Convened by our researcher Audrey Borowski in collaboration w/ @philosopher1923;join new seminar series ai digital explore tech influence different concept human ensure socially ecologically sustainable convene researcher audrey borowski collaboration w/ @philosopher1923;Join us for the new seminar series: AI and the Digital, exploring how tech is influenced by different concepts of the human and how to ensure it's socially just and ecologically sustainable. Convened by our researcher Audrey Borowski in collaboration w/ @philosopher1923;https://twitter.com/i/web/status/1768268319377723880;negative;56;AI;1,0550789833068848;-0,368868350982666;0,5360455513000488;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;123;92;1;30;0;0;0;0;-0.5
9770674;1768267900631027883;2024-03-14 13:28:14;3055087;257261479;3028046;12228559;Glad to be part of what I believe is the best edited volume on #AIethics to date. Crucially, the chapters ACTUALLY challenge hegemonic ideas in the field (ie “human-centered AI”). I’m honored to be among such great thinkers and people whose work inspired my own.;glad believe good edit volume aiethics date crucially chapter actually challenge hegemonic idea field human center ai honor great thinker people work inspire;Glad to be part of what I believe is the best edited volume on #AIethics to date. Crucially, the chapters ACTUALLY challenge hegemonic ideas in the field (ie “human-centered AI”). I’m honored to be among such great thinkers and people whose work inspired my own.;https://twitter.com/i/web/status/1768267900631027883;positive;56;AI;0,7061996459960938;-0,2375965118408203;0,5884588360786438;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;10;9;0;1;872;0;0;0;0.5
9770722;1843683587654308316;2024-10-08 16:03:15;3043016;135488533;3024571;12213322;"6/ We know that our observations &amp; warnings alone haven't worked.

The idea that scientists can best influence change through teaching &amp; research has failed. It won’t cause the radically transformative changes that science has demonstrated are essential";know observation warning work idea scientist good influence change teaching research fail cause radically transformative change science demonstrate essential;6/ We know that our observations & warnings alone haven't worked. The idea that scientists can best influence change through teaching & research has failed. It won’t cause the radically transformative changes that science has demonstrated are essential;https://twitter.com/i/web/status/1843683587654308316;very positive;56;AI;1,038442611694336;-0,3271350860595703;0,7888534665107727;kalahar1;Class, climate, adaptation.;5675;4206;14548;101;77;1;23;0;0;0;0;1.0
9770804;1805363891666370874;2024-06-24 22:14:28;3051752;4830258671;3028210;12230336;"Nvidia CEO: Greatness does not come out of intelligence, it comes from character. 

And character is not formed out of smart people: it is formed out of people who have suffered.";nvidia ceo greatness come intelligence come character character form smart people form people suffer;Nvidia CEO: Greatness does not come out of intelligence, it comes from character. And character is not formed out of smart people: it is formed out of people who have suffered.;https://twitter.com/i/web/status/1805363891666370874;very positive;56;AI;0,73187255859375;-0,032253265380859375;0,469644159078598;lcbelalcazar;"Profesor @UNALOficial | 
Alumni @epflalumni | Investigador en #CalidadDelAire, #CambioClimático y #TransiciónEnergética | Panel Asesor Científico @CCACoalition";3728;3283;10179;605;455;8;142;0;0;0;0;1.0
9770816;1766119940417790202;2024-03-08 15:13:01;3055087;257261479;3018062;12229849;"I am pleased to announce that I will be teaming up with @IAMSAMKJ to edit the unit on #AI Personhood for the @OUPAcademic Intersections project ""AI &amp; Society.""";pleased announce team @iamsamkj edit unit ai personhood @oupacademic intersections project ai society;"I am pleased to announce that I will be teaming up with @IAMSAMKJ to edit the unit on #AI Personhood for the @OUPAcademic Intersections project ""AI & Society.""";https://twitter.com/i/web/status/1766119940417790202;negative;56;AI;0,8574943542480469;-0,3482646942138672;0,7491358518600464;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;66;49;5;12;0;0;0;0;-0.5
9770839;1762881060776415622;2024-02-28 16:42:52;3055087;257261479;3018128;12231375;This is one of the most elegant and insightful tweets I’ve ever seen on #AIethics.;elegant insightful tweet see aiethics;This is one of the most elegant and insightful tweets I’ve ever seen on #AIethics.;https://twitter.com/i/web/status/1762881060776415622;very positive;56;AI;0,6951141357421875;-0,2027902603149414;0,6995906233787537;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;8;6;1;1;1110;0;0;0;1.0
9770886;1838276381186097585;2024-09-23 17:56:57;3043016;135488533;3028115;12229485;"... would be to repeat the mistakes of many narrowly specialised observers who have examined the prospects for the future only through the tunnel of their expertise"" 2/2";repeat mistake narrowly specialise observer examine prospect future tunnel expertise;"... would be to repeat the mistakes of many narrowly specialised observers who have examined the prospects for the future only through the tunnel of their expertise"" 2/2";https://twitter.com/i/web/status/1838276381186097585;very negative;56;AI;1,0121345520019531;-0,3156862258911133;0,5025454759597778;kalahar1;Class, climate, adaptation.;5675;4206;14548;81;70;2;9;0;0;0;0;-1.0
9770918;1759936282849935374;2024-02-20 13:41:22;3055087;257261479;3018142;12231694;Are you interested in #AI, #design, and #justice for the more-than-human world? Then join me on #FrAIday for a talk about my forthcoming chapter in @David_Gunkel’s edited volume! Zoom link here:  #AIethics;interested ai design justice human world join fraiday talk forthcoming chapter @david_gunkel edit volume zoom link;Are you interested in #AI, #design, and #justice for the more-than-human world? Then join me on #FrAIday for a talk about my forthcoming chapter in @David_Gunkel’s edited volume! Zoom link here: #AIethics;https://twitter.com/i/web/status/1759936282849935374;very negative;56;AI;0,7285938262939453;-0,19263029098510742;0,8913885354995728;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;25;20;2;3;1335;1;0;0;-1.0
9770923;1759732922943176730;2024-02-20 00:13:17;3055087;257261479;3018072;12230215;Extremely thorough and balanced thread on the pros and cons of Sora from one of the best folks in #AIethics:;extremely thorough balanced thread pro con sora good folk aiethics;Extremely thorough and balanced thread on the pros and cons of Sora from one of the best folks in #AIethics:;https://twitter.com/i/web/status/1759732922943176730;very positive;56;AI;0,7980966567993164;-0,24611139297485352;1,0;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;1;1;0;0;393;0;0;0;1.0
9770925;1780901562581229817;2024-04-18 10:09:54;3092203;301358705;3044842;12231658;Cuando la ciencia dice algo tan claro, es solo cuestión de tiempo que veamos sus manifestaciones.;science say clear matter time manifestation;When science says something so clear, it's only a matter of time before we see their manifestations.;https://twitter.com/i/web/status/1780901562581229817;very positive;56;AI;0,6575489044189453;-0,34906768798828125;0,54557865858078;elmanyana;"Investigador y Profesor en @URJC
Doctor en Ingeniería Química
Revisor del IPCC
Experto en aprender";21600;1006;25183;379;258;24;97;14037;7;0;0;1.0
9770926;1759598082679767371;2024-02-19 15:17:29;3055087;257261479;3018075;12230284;To all the AI ethicists who said that even whispering about robot rights is a distraction and waste of time, here’s what happens when you let corporations take the lead- they set the agenda for you.;ai ethicist say whisper robot right distraction waste time happen let corporation lead- set agenda;To all the AI ethicists who said that even whispering about robot rights is a distraction and waste of time, here’s what happens when you let corporations take the lead- they set the agenda for you.;https://twitter.com/i/web/status/1759598082679767371;very positive;56;AI;0,7686629295349121;-0,11202239990234375;0,6168757677078247;joshgellers;Professor of Political Science. Research Fellow @ESG_Project. Expert @GlobalAIEthics. Designing governance solutions for 🤖+🌎.;5166;3756;45375;21;14;2;5;3099;2;0;0;1.0
9770933;1774804458368651692;2024-04-01 14:22:11;3092203;301358705;3044799;12230337;"Frente al negacionismo, ciencia.

Más datos en el informe del IPCC:";negationism science information ipcc report;In front of negationism, science. More information in the IPCC report:;https://twitter.com/i/web/status/1774804458368651692;very positive;56;AI;0,8507156372070312;-0,31438732147216797;1,0;elmanyana;"Investigador y Profesor en @URJC
Doctor en Ingeniería Química
Revisor del IPCC
Experto en aprender";21600;1006;25183;23;12;3;8;0;0;0;0;1.0
9771125;1858992338867274172;2024-11-19 21:54:46;3049044;51111863;3028243;12230646;"Internet: Doctors just want to keep us sick so they can keep their jobs.

Doctors: Actually, we’d love for everyone to be healthy. Feel free to replace us with AI. We’ll happily go out into the real world and out-compete the lawyers, bankers, and engineers—just like we did in";internet doctor want sick job doctor actually love healthy feel free replace ai happily real world compete lawyer banker engineer;Internet: Doctors just want to keep us sick so they can keep their jobs. Doctors: Actually, we’d love for everyone to be healthy. Feel free to replace us with AI. We’ll happily go out into the real world and out-compete the lawyers, bankers, and engineers—just like we did in;https://twitter.com/i/web/status/1858992338867274172;very negative;56;AI;0,861170768737793;-0,21135330200195312;1,0;seiurus;"@tinosaurs.bsky.social
322 ppm; wildlife; ornithology; landscapes
Assoc. Prof. in NREM, OKState.
Past-Pres, @WilsonOrnithSoc
he/his
views mine
woke = compliment";4605;3822;42838;2655;2221;225;209;0;0;0;0;-1.0
